Area: 1218, x: [98292, 50082], y: [98292, 51299]
Area: 85804680, x: [98292, 51299], y: [94062, 31020]
Area: 78219960, x: [98292, 51299], y: [94436, 31020]
Area: 73414138, x: [98292, 51299], y: [94436, 32266]
Area: 69988018, x: [98292, 51299], y: [94616, 32266]
Area: 65446923, x: [98292, 51299], y: [94616, 33501]
Area: 62492289, x: [98292, 51299], y: [94782, 33501]
Area: 58988311, x: [98292, 51299], y: [94782, 34499]
Area: 45228292, x: [98292, 51299], y: [95601, 34499]
Area: 41814836, x: [98292, 51299], y: [95601, 35767]
Area: 41302247, x: [98292, 51299], y: [95634, 35767]
Area: 38116765, x: [98292, 51299], y: [95634, 36965]
Area: 35034740, x: [98292, 51299], y: [95849, 36965]
Area: 32453876, x: [98292, 51299], y: [95849, 38021]
Area: 22600858, x: [98292, 51299], y: [96591, 38021]
Area: 20662280, x: [98292, 51299], y: [96591, 39160]
Area: 14786520, x: [98292, 51299], y: [97075, 39160]
Area: 13201902, x: [98292, 51299], y: [97075, 40461]
Area: 15965847, x: [98292, 51299], y: [96820, 40461]
Area: 14296938, x: [98292, 51299], y: [96820, 41594]
Area: 9036286, x: [98292, 51299], y: [97362, 41594]
Area: 7949809, x: [98292, 51299], y: [97362, 42761]
Area: 4226805, x: [98292, 51299], y: [97798, 42761]
Area: 3583305, x: [98292, 51299], y: [97798, 44061]
Area: 7376541, x: [98292, 51299], y: [97274, 44061]
Area: 6143551, x: [98292, 51299], y: [97274, 45271]
Area: 5974739, x: [98292, 51299], y: [97302, 45271]
Area: 4815269, x: [98292, 51299], y: [97302, 46441]
Area: 2366333, x: [98292, 51299], y: [97806, 46441]
Area: 1771219, x: [98292, 51299], y: [97806, 47663]
Area: 2218570, x: [98292, 51299], y: [97683, 47663]
Area: 1479860, x: [98292, 51299], y: [97683, 48874]
Area: 1652106, x: [98292, 51299], y: [97612, 48874]
Area: 829458, x: [98292, 51299], y: [97612, 50082]
Area: 306936, x: [98041, 51299], y: [98292, 50082]
Area: 252, x: [98041, 51299], y: [98292, 51299]
Area: 132326, x: [98041, 51299], y: [97933, 52512]
Area: 264979, x: [98041, 51299], y: [97933, 53729]
Area: 367081, x: [98041, 51299], y: [97891, 53729]
Area: 552660, x: [98041, 51299], y: [97891, 54958]
Area: 344040, x: [98041, 51299], y: [97948, 54958]
Area: 453550, x: [98041, 51299], y: [97948, 56123]
Area: 2919125, x: [98041, 51299], y: [97437, 56123]
Area: 3660855, x: [98041, 51299], y: [97437, 57349]
Area: 3679008, x: [98041, 51299], y: [97434, 57349]
Area: 4454816, x: [98041, 51299], y: [97434, 58625]
Area: 2813568, x: [98041, 51299], y: [97658, 58625]
Area: 3270528, x: [98041, 51299], y: [97658, 59815]
Area: 5859696, x: [98041, 51299], y: [97354, 59815]
Area: 6679792, x: [98041, 51299], y: [97354, 61007]
Area: 9456566, x: [98041, 51299], y: [97068, 61007]
Area: 10529914, x: [98041, 51299], y: [97068, 62109]
Area: 17275978, x: [98041, 51299], y: [96444, 62109]
Area: 19078522, x: [98041, 51299], y: [96444, 63237]
Area: 24773425, x: [98041, 51299], y: [95967, 63237]
Area: 27232300, x: [98041, 51299], y: [95967, 64422]
Area: 30788904, x: [98041, 51299], y: [95696, 64422]
Area: 33838704, x: [98041, 51299], y: [95696, 65722]
Area: 33175200, x: [98041, 51299], y: [95742, 65722]
Area: 35909900, x: [98041, 51299], y: [95742, 66911]
Area: 40874834, x: [98041, 51299], y: [95424, 66911]
Area: 43018976, x: [98041, 51299], y: [95424, 67730]
Area: 63641136, x: [98041, 51299], y: [94169, 67730]
Area: 69055590, x: [98041, 51299], y: [94169, 69128]
Area: 65543080, x: [98041, 51299], y: [94366, 69128]
Area: 68840452, x: [98041, 51299], y: [94366, 70025]
Area: 87136731, x: [98041, 51299], y: [93389, 70025]
Area: 93246120, x: [98041, 51299], y: [93389, 71338]
Area: 94749120, x: [98041, 51299], y: [93314, 71338]
Area: 98366040, x: [98041, 51299], y: [93314, 72103]
Area: 122811915, x: [98041, 51299], y: [92139, 72103]
Area: 129801067, x: [98041, 51299], y: [92139, 73287]
Area: 137541195, x: [98041, 51299], y: [91787, 73287]
Area: 145216080, x: [98041, 51299], y: [91787, 74514]
Area: 152320176, x: [98041, 51299], y: [91481, 74514]
Area: 158277564, x: [98041, 51299], y: [91481, 75422]
Area: 178758840, x: [98041, 51299], y: [90632, 75422]
Area: 188258460, x: [98041, 51299], y: [90632, 76704]
Area: 194965644, x: [98041, 51299], y: [90368, 76704]
Area: 201595980, x: [98041, 51299], y: [90368, 77568]
Area: 225344060, x: [98041, 51299], y: [89464, 77568]
Area: 233192930, x: [98041, 51299], y: [89464, 78483]
Area: 255321520, x: [98041, 51299], y: [88650, 78483]
Area: 262393696, x: [98041, 51299], y: [88650, 79236]
Area: 290694890, x: [98041, 51299], y: [87637, 79236]
Area: 305459585, x: [98041, 51299], y: [87637, 80655]
Area: 310508989, x: [98041, 51299], y: [87465, 80655]
Area: 315374409, x: [98041, 51299], y: [87465, 81115]
Area: 355508091, x: [98041, 51299], y: [86119, 81115]
Area: 372867979, x: [98041, 51299], y: [86119, 82571]
Area: 378841122, x: [98041, 51299], y: [85928, 82571]
Area: 386933274, x: [98041, 51299], y: [85928, 83239]
Area: 421429554, x: [98041, 51299], y: [84848, 83239]
Area: 436048506, x: [98041, 51299], y: [84848, 84347]
Area: 456439739, x: [98041, 51299], y: [84231, 84347]
Area: 461618864, x: [98041, 51299], y: [84231, 84722]
Area: 506340176, x: [98041, 51299], y: [82893, 84722]
Area: 521065004, x: [98041, 51299], y: [82893, 85694]
Area: 547033984, x: [98041, 51299], y: [82138, 85694]
Area: 555319968, x: [98041, 51299], y: [82138, 86215]
Area: 595684020, x: [98041, 51299], y: [80982, 86215]
Area: 609468500, x: [98041, 51299], y: [80982, 87023]
Area: 641585275, x: [98041, 51299], y: [80083, 87023]
Area: 656868384, x: [98041, 51299], y: [80083, 87874]
Area: 688689504, x: [98041, 51299], y: [79213, 87874]
Area: 707273727, x: [98041, 51299], y: [79213, 88861]
Area: 736535304, x: [98041, 51299], y: [78434, 88861]
Area: 748868736, x: [98041, 51299], y: [78434, 89490]
Area: 788893952, x: [98041, 51299], y: [77386, 89490]
Area: 800151472, x: [98041, 51299], y: [77386, 90035]
Area: 842684698, x: [98041, 51299], y: [76288, 90035]
Area: 856259194, x: [98041, 51299], y: [76288, 90659]
Area: 897233995, x: [98041, 51299], y: [75247, 90659]
Area: 924018120, x: [98041, 51299], y: [75247, 91834]
Area: 953082432, x: [98041, 51299], y: [74530, 91834]
Area: 949061880, x: [98041, 51299], y: [74530, 91663]
Area: 1009528650, x: [98041, 51299], y: [73032, 91663]
Area: 1037189710, x: [98041, 51299], y: [73032, 92769]
Area: 1069744445, x: [98041, 51299], y: [72247, 92769]
Area: 1079030645, x: [98041, 51299], y: [72247, 93129]
Area: 1128474887, x: [98041, 51299], y: [71065, 93129]
Area: 1144391317, x: [98041, 51299], y: [71065, 93719]
Area: 1189696945, x: [98041, 51299], y: [69997, 93719]
Area: 1214432635, x: [98041, 51299], y: [69997, 94601]
Area: 1255440576, x: [98041, 51299], y: [69050, 94601]
Area: 1252019520, x: [98041, 51299], y: [69050, 94483]
Area: 1311182970, x: [98041, 51299], y: [67680, 94483]
Area: 1315524736, x: [98041, 51299], y: [67680, 94626]
Area: 1369208128, x: [98041, 51299], y: [66441, 94626]
Area: 1405865288, x: [98041, 51299], y: [66441, 95786]
Area: 1444925752, x: [98041, 51299], y: [65563, 95786]
Area: 1431187135, x: [98041, 51299], y: [65563, 95363]
Area: 1493539110, x: [98041, 51299], y: [64148, 95363]
Area: 1520315370, x: [98041, 51299], y: [64148, 96153]
Area: 1566426310, x: [98041, 51299], y: [63120, 96153]
Area: 1587344588, x: [98041, 51299], y: [63120, 96752]
Area: 1637343988, x: [98041, 51299], y: [62020, 96752]
Area: 1621746462, x: [98041, 51299], y: [62020, 96319]
Area: 1682749917, x: [98041, 51299], y: [60665, 96319]
Area: 1697140062, x: [98041, 51299], y: [60665, 96704]
Area: 1749402368, x: [98041, 51299], y: [59514, 96704]
Area: 1759034368, x: [98041, 51299], y: [59514, 96954]
Area: 1812954104, x: [98041, 51299], y: [58333, 96954]
Area: 1843252071, x: [98041, 51299], y: [58333, 97717]
Area: 1894637904, x: [98041, 51299], y: [57226, 97717]
Area: 1882474736, x: [98041, 51299], y: [57226, 97419]
Area: 1941002285, x: [98041, 51299], y: [55957, 97419]
Area: 1952112725, x: [98041, 51299], y: [55957, 97683]
Area: 2007357260, x: [98041, 51299], y: [54766, 97683]
Area: 1994763944, x: [98041, 51299], y: [54766, 97392]
Area: 2051874410, x: [98041, 51299], y: [53527, 97392]
Area: 2056949120, x: [98041, 51299], y: [53527, 97506]
Area: 2112352512, x: [98041, 51299], y: [52328, 97506]
Area: 2123506728, x: [98041, 51299], y: [52328, 97750]
Area: 2179249128, x: [98041, 51299], y: [51128, 97750]
Area: 2185535604, x: [98041, 51299], y: [51128, 97884]
Area: 2241904664, x: [98041, 51299], y: [49918, 97884]
Area: 2302416156, x: [98041, 51299], y: [48689, 97950]
Area: 2358538512, x: [98041, 51299], y: [47486, 97950]
Area: 2342158368, x: [98041, 51299], y: [47486, 97626]
Area: 2397520328, x: [98041, 51299], y: [46291, 97626]
Area: 2411700102, x: [98041, 51299], y: [46291, 97900]
Area: 2469719592, x: [98041, 51299], y: [45046, 97900]
Area: 2474012268, x: [98041, 51299], y: [45046, 97981]
Area: 2531899188, x: [98041, 51299], y: [43806, 97981]
Area: 2516279220, x: [98041, 51299], y: [43806, 97693]
Area: 2571767640, x: [98041, 51299], y: [42610, 97693]
Area: 2559683464, x: [98041, 51299], y: [42610, 97475]
Area: 2615234395, x: [98041, 51299], y: [41407, 97475]
Area: 2585387750, x: [98041, 51299], y: [41407, 96948]
Area: 2637383100, x: [98041, 51299], y: [40268, 96948]
Area: 2602314282, x: [98041, 51299], y: [40268, 96341]
Area: 2652131840, x: [98041, 51299], y: [39162, 96341]
Area: 2631288320, x: [98041, 51299], y: [39162, 95987]
Area: 2682814737, x: [98041, 51299], y: [38009, 95987]
Area: 2695361634, x: [98041, 51299], y: [38009, 96196]
Area: 2754312708, x: [98041, 51299], y: [36696, 96196]
Area: 2735356794, x: [98041, 51299], y: [36696, 95887]
Area: 2787971814, x: [98041, 51299], y: [35516, 95887]
Area: 2729885160, x: [98041, 51299], y: [35516, 94958]
Area: 2772191700, x: [98041, 51299], y: [34547, 94958]
Area: 2785081185, x: [98041, 51299], y: [34547, 95161]
Area: 2844778728, x: [98041, 51299], y: [33186, 95161]
Area: 2800222656, x: [98041, 51299], y: [33186, 94474]
Area: 2845125696, x: [98041, 51299], y: [32146, 94474]
Area: 2793199648, x: [98041, 51299], y: [32146, 93686]
Area: 2834824664, x: [98041, 51299], y: [31164, 93686]
Area: 2828471254, x: [98041, 51299], y: [31164, 93591]
Area: 2882775466, x: [98041, 51299], y: [29880, 93591]
Area: 2867370854, x: [98041, 51299], y: [29880, 93365]
Area: 2919702202, x: [98041, 51299], y: [28636, 93365]
Area: 2885207420, x: [98041, 51299], y: [28636, 92868]
Area: 2931848960, x: [98041, 51299], y: [27514, 92868]
Area: 2870348544, x: [98041, 51299], y: [27514, 91996]
Area: 2907750006, x: [98041, 51299], y: [26595, 91996]
Area: 2854307650, x: [98041, 51299], y: [26595, 91248]
Area: 2893139050, x: [98041, 51299], y: [25623, 91248]
Area: 2832089833, x: [98041, 51299], y: [25623, 90405]
Area: 2867442561, x: [98041, 51299], y: [24719, 90405]
Area: 2835180441, x: [98041, 51299], y: [24719, 89965]
Area: 2879918160, x: [98041, 51299], y: [23562, 89965]
Area: 2824132640, x: [98041, 51299], y: [23562, 89216]
Area: 2860420166, x: [98041, 51299], y: [22605, 89216]
Area: 2828585752, x: [98041, 51299], y: [22605, 88794]
Area: 2873393472, x: [98041, 51299], y: [21410, 88794]
Area: 2801359392, x: [98041, 51299], y: [21410, 87854]
Area: 2831152532, x: [98041, 51299], y: [20595, 87854]
Area: 2775468139, x: [98041, 51299], y: [20595, 87135]
Area: 2810624236, x: [98041, 51299], y: [19614, 87135]
Area: 2725059288, x: [98041, 51299], y: [19614, 86044]
Area: 2748165378, x: [98041, 51299], y: [18949, 86044]
Area: 2704901507, x: [98041, 51299], y: [18949, 85497]
Area: 2743546377, x: [98041, 51299], y: [17819, 85497]
Area: 2688192507, x: [98041, 51299], y: [17819, 84807]
Area: 2722338178, x: [98041, 51299], y: [16800, 84807]
Area: 2620460710, x: [98041, 51299], y: [16800, 83553]
Area: 2635588305, x: [98041, 51299], y: [16331, 83553]
Area: 2597510979, x: [98041, 51299], y: [16331, 83087]
Area: 2637533330, x: [98041, 51299], y: [15072, 83087]
Area: 2545602570, x: [98041, 51299], y: [15072, 81979]
Area: 2563735041, x: [98041, 51299], y: [14481, 81979]
Area: 2501147852, x: [98041, 51299], y: [14481, 81230]
Area: 2530690736, x: [98041, 51299], y: [13494, 81230]
Area: 2457472168, x: [98041, 51299], y: [13494, 80364]
Area: 2482556126, x: [98041, 51299], y: [12631, 80364]
Area: 2403465540, x: [98041, 51299], y: [12631, 79438]
Area: 2425893120, x: [98041, 51299], y: [11834, 79438]
Area: 2329512576, x: [98041, 51299], y: [11834, 78320]
Area: 2344104456, x: [98041, 51299], y: [11294, 78320]
Area: 2259958896, x: [98041, 51299], y: [11294, 77350]
Area: 2279055012, x: [98041, 51299], y: [10561, 77350]
Area: 2185012937, x: [98041, 51299], y: [10561, 76275]
Area: 2199449643, x: [98041, 51299], y: [9983, 76275]
Area: 2124775611, x: [98041, 51299], y: [9983, 75427]
Area: 2147312097, x: [98041, 51299], y: [9049, 75427]
Area: 2066328467, x: [98041, 51299], y: [9049, 74517]
Area: 2086343245, x: [98041, 51299], y: [8187, 74517]
Area: 1968633195, x: [98041, 51299], y: [8187, 73207]
Area: 1972291998, x: [98041, 51299], y: [8020, 73207]
Area: 1862465158, x: [98041, 51299], y: [8020, 71987]
Area: 1868444279, x: [98041, 51299], y: [7731, 71987]
Area: 1803059115, x: [98041, 51299], y: [7731, 71263]
Area: 1828354770, x: [98041, 51299], y: [6464, 71263]
Area: 1721391666, x: [98041, 51299], y: [6464, 70095]
Area: 1728872872, x: [98041, 51299], y: [6066, 70095]
Area: 1620433168, x: [98041, 51299], y: [6066, 68916]
Area: 1626687558, x: [98041, 51299], y: [5711, 68916]
Area: 1516905999, x: [98041, 51299], y: [5711, 67727]
Area: 1522031847, x: [98041, 51299], y: [5399, 67727]
Area: 1426053699, x: [98041, 51299], y: [5399, 66691]
Area: 1436905764, x: [98041, 51299], y: [4694, 66691]
Area: 1306872000, x: [98041, 51299], y: [4694, 65298]
Area: 1302700000, x: [98041, 51299], y: [4992, 65298]
Area: 1202671250, x: [98041, 51299], y: [4992, 64223]
Area: 1210387475, x: [98041, 51299], y: [4395, 64223]
Area: 1096606370, x: [98041, 51299], y: [4395, 63008]
Area: 1098386290, x: [98041, 51299], y: [4243, 63008]
Area: 993237611, x: [98041, 51299], y: [4243, 61887]
Area: 998330920, x: [98041, 51299], y: [3762, 61887]
Area: 896791360, x: [98041, 51299], y: [3762, 60810]
Area: 903573416, x: [98041, 51299], y: [3049, 60810]
Area: 791196697, x: [98041, 51299], y: [3049, 59627]
Area: 793728713, x: [98041, 51299], y: [2745, 59627]
Area: 681659441, x: [98041, 51299], y: [2745, 58451]
Area: 684291745, x: [98041, 51299], y: [2377, 58451]
Area: 567676110, x: [98041, 51299], y: [2377, 57232]
Area: 568459398, x: [98041, 51299], y: [2245, 57232]
Area: 450245900, x: [98041, 51299], y: [2245, 55998]
Area: 450198900, x: [98041, 51299], y: [2255, 55998]
Area: 334296630, x: [98041, 51299], y: [2255, 54788]
Area: 334827110, x: [98041, 51299], y: [2103, 54788]
Area: 220755639, x: [98041, 51299], y: [2103, 53599]
Area: 101345410, x: [98041, 51299], y: [1980, 52353]
Area: 17099036, x: [98041, 51299], y: [1980, 51122]
Area: 17009324, x: [98041, 51299], y: [2484, 51122]
Area: 116962992, x: [98041, 51299], y: [2484, 50076]
Area: 4204440, x: [98041, 51299], y: [94607, 50076]
Area: 8886345, x: [98041, 51299], y: [94607, 48713]
Area: 247376701, x: [98041, 51299], y: [2419, 48713]
Area: 363176154, x: [98041, 51299], y: [2419, 47502]
Area: 363373650, x: [98041, 51299], y: [2367, 47502]
Area: 477896625, x: [98041, 51299], y: [2367, 46305]
Area: 476952570, x: [98041, 51299], y: [2556, 46305]
Area: 594973266, x: [98041, 51299], y: [2556, 45069]
Area: 596450013, x: [98041, 51299], y: [2319, 45069]
Area: 711413336, x: [98041, 51299], y: [2319, 43868]
Area: 710045848, x: [98041, 51299], y: [2503, 43868]
Area: 830807144, x: [98041, 51299], y: [2503, 42604]
Area: 832824616, x: [98041, 51299], y: [2271, 42604]
Area: 950239862, x: [98041, 51299], y: [2271, 41378]
Area: 949297272, x: [98041, 51299], y: [2366, 41378]
Area: 1057889532, x: [98041, 51299], y: [2366, 40243]
Area: 1051631270, x: [98041, 51299], y: [2932, 40243]
Area: 1154825620, x: [98041, 51299], y: [2932, 39158]
Area: 1146265510, x: [98041, 51299], y: [3637, 39158]
Area: 1256247335, x: [98041, 51299], y: [3637, 37993]
Area: 1252055630, x: [98041, 51299], y: [3952, 37993]
Area: 1373714000, x: [98041, 51299], y: [3952, 36700]
Area: 1375685000, x: [98041, 51299], y: [3817, 36700]
Area: 1488566550, x: [98041, 51299], y: [3817, 35502]
Area: 1484617050, x: [98041, 51299], y: [4067, 35502]
Area: 1587707625, x: [98041, 51299], y: [4067, 34405]
Area: 1578229530, x: [98041, 51299], y: [4628, 34405]
Area: 1687710738, x: [98041, 51299], y: [4628, 33233]
Area: 1681622159, x: [98041, 51299], y: [4965, 33233]
Area: 1776002237, x: [98041, 51299], y: [4965, 32219]
Area: 1761863216, x: [98041, 51299], y: [5706, 32219]
Area: 1877560224, x: [98041, 51299], y: [5706, 30966]
Area: 1874571126, x: [98041, 51299], y: [5853, 30966]
Area: 1958186549, x: [98041, 51299], y: [5853, 30059]
Area: 1938156286, x: [98041, 51299], y: [6796, 30059]
Area: 2056319856, x: [98041, 51299], y: [6796, 28764]
Area: 2054088792, x: [98041, 51299], y: [6895, 28764]
Area: 2164285515, x: [98041, 51299], y: [6895, 27555]
Area: 2156805840, x: [98041, 51299], y: [7210, 27555]
Area: 2250362800, x: [98041, 51299], y: [7210, 26525]
Area: 2233837875, x: [98041, 51299], y: [7877, 26525]
Area: 2298576345, x: [98041, 51299], y: [7877, 25807]
Area: 2268367140, x: [98041, 51299], y: [9062, 25807]
Area: 2392138320, x: [98041, 51299], y: [9062, 24416]
Area: 2390821004, x: [98041, 51299], y: [9111, 24416]
Area: 2489979069, x: [98041, 51299], y: [9111, 23301]
Area: 2475195597, x: [98041, 51299], y: [9639, 23301]
Area: 2546448415, x: [98041, 51299], y: [9639, 22495]
Area: 2517989075, x: [98041, 51299], y: [10627, 22495]
Area: 2626995580, x: [98041, 51299], y: [10627, 21248]
Area: 2616236964, x: [98041, 51299], y: [10985, 21248]
Area: 2685011994, x: [98041, 51299], y: [10985, 20458]
Area: 2654663466, x: [98041, 51299], y: [11969, 20458]
Area: 2706995850, x: [98041, 51299], y: [11969, 19850]
Area: 2669759050, x: [98041, 51299], y: [13153, 19850]
Area: 2782067197, x: [98041, 51299], y: [13153, 18527]
Area: 2771842021, x: [98041, 51299], y: [13465, 18527]
Area: 2835021040, x: [98041, 51299], y: [13465, 17780]
Area: 2801668640, x: [98041, 51299], y: [14460, 17780]
Area: 2888928248, x: [98041, 51299], y: [14460, 16736]
Area: 2865943188, x: [98041, 51299], y: [15125, 16736]
Area: 2917600479, x: [98041, 51299], y: [15125, 16113]
Area: 2878754031, x: [98041, 51299], y: [16229, 16113]
Area: 2939132025, x: [98041, 51299], y: [16229, 15375]
Area: 2904320700, x: [98041, 51299], y: [17198, 15375]
Area: 3010064652, x: [98041, 51299], y: [17198, 14067]
Area: 2993384268, x: [98041, 51299], y: [17646, 14067]
Area: 3062766016, x: [98041, 51299], y: [17646, 13204]
Area: 3029470112, x: [98041, 51299], y: [18520, 13204]
Area: 3064300748, x: [98041, 51299], y: [18520, 12766]
Area: 3017096598, x: [98041, 51299], y: [19745, 12766]
Area: 3100091418, x: [98041, 51299], y: [19745, 11706]
Area: 3071662926, x: [98041, 51299], y: [20463, 11706]
Area: 3089506096, x: [98041, 51299], y: [20463, 11476]
Area: 3035783520, x: [98041, 51299], y: [21812, 11476]
Area: 3124972620, x: [98041, 51299], y: [21812, 10306]
Area: 3097916580, x: [98041, 51299], y: [22472, 10306]
Area: 3136230570, x: [98041, 51299], y: [22472, 9799]
Area: 3089292939, x: [98041, 51299], y: [23603, 9799]
Area: 3112964541, x: [98041, 51299], y: [23603, 9481]
Area: 3061234438, x: [98041, 51299], y: [24840, 9481]
Area: 3126164612, x: [98041, 51299], y: [24840, 8594]
Area: 3088540626, x: [98041, 51299], y: [25721, 8594]
Area: 3108284259, x: [98041, 51299], y: [25721, 8321]
Area: 3055076257, x: [98041, 51299], y: [26959, 8321]
Area: 3127225502, x: [98041, 51299], y: [26959, 7306]
Area: 3090622494, x: [98041, 51299], y: [27791, 7306]
Area: 3137971668, x: [98041, 51299], y: [27791, 6632]
Area: 3092097632, x: [98041, 51299], y: [28818, 6632]
